,phrases,labels
6120,present the security limitations in the single Cloud,Task
6121,Java source code snippet detection,Task
6122,graph and subgraph isomorphism detection,Process
6123,compare just the constant static trees,Process
6124,enter an input sample dynamically,Process
6125,Scripthon language,Material
6126,preserving an acceptable speed,Process
6127,several optimizations,Process
6128,comparisons,Process
6129,matching algorithm,Process
6130,adaptive beamforming techniques,Task
6131,smart antennas,Material
6132,Least Mean Squares,Process
6133,LMS,Process
6134,Sample Matrix Inversion,Process
6135,SMI,Process
6136,Recursive Least Squares,Process
6137,RLS,Process
6138,Conjugate Gradient Method,Process
6139,CGM,Process
6140,discussed and analyzed,Task
6141,beamforming performance,Process
6142,varying the element spacing and the number of antenna array elements,Process
6143,algorithm,Material
6144,algorithms,Material
6145,rate of convergence,Process
6146,beamforming,Process
6147,null steering performance,Process
6148,beamwidth,Process
6149,null depths,Process
6150,maximum side lobe level,Process
6151,implementing a quantum search algorithm by adiabatic evolution,Task
6152,three different approaches,Task
6153,quadratic speed up,Process
6154,classical search algorithm,Process
6155,adiabatic evolution,Process
6156,quantum computation,Task
6157,feasibilities,Material
6158,quantum circuit model,Process
6159,quantum search algorithm,Process
6160,adiabatic evolution,Process
6161,Video-oculography,Process
6162,VOG,Process
6163,eye movement measurement methods,Process
6164,VOG,Process
6165,accurately estimate the pupil center,Task
6166,pupil location method,Process
6167,morphology,Process
6168,Canny algorithm,Process
6169,WIFI-based VOG system,Process
6170,healthy volunteer,Material
6171,sinusoidal tracking test,Task
6172,pupil location method,Process
6173,trace eye movement,Process
6174,stimulation,Process
6175,eye movement measurement,Task
6176,VOG,Process
6177,evaluate the pupil location method,Task
6178,Hamiltonian approach,Process
6179,variational approach,Process
6180,treat the relativistic harmonic oscillator,Task
6181,amplitude-frequency relationship,Process
6182,result comparison,Process
6183,open literature,Material
6184,initial amplitude,Process
6185,amplitude-frequency relationship,Process
6186,nonlinear relativistic harmonic oscillator,Process
6187,relativistic harmonic oscillator,Process
6188,financial stress index,Process
6189,synchronous variables financial systemic risk,Process
6190,macroeconomic variable,Process
6191,currency credit variable,Process
6192,asset price variable,Process
6193,macroeconomic variable of correlative economic powers,Process
6194,establish the financial systemic risk best predict equation,Task
6195,stepwise regression method,Process
6196,financial systemic risk best predict equation,Process
6197,financial systemic risk early-warning index system,Process
6198,best prediction equations,Process
6199,set up the reasonable and practical financial systemic risk early-warning index system,Task
6200,Obstacle detection,Task
6201,inverse perspective mapping and homography,Process
6202,Obstacle classification,Task
6203,fuzzy neural network,Process
6204,estimation of the vanishing point,Task
6205,feature extraction strategy,Process
6206,geometrical relations,Process
6207,elements,Material
6208,obstacle,Material
6209,scene,Material
6210,detected,Process
6211,estimated homography,Process
6212,road plane,Material
6213,images,Material
6214,image alignment,Task
6215,fuzzy decision fusion method,Process
6216,fuzzy attribution for obstacle detection and classification application,Process
6217,The fuzzy decision function,Process
6218,auto-adapted algorithm,Process
6219,classification,Process
6220,obstacle detection and classification application,Task
6221,classification,Process
6222,beam pumping unit,Material
6223,light load,Process
6224,improve the power factor and efficiency of the beam pumping unit,Process
6225,beam pumping unit,Process
6226,light load,Process
6227,change the voltage,Process
6228,changing the thyristor trigger angle,Process
6229,analyze the change of the cycles of the load overall,Process
6230,divide the load,Process
6231,equal parts,Material
6232,constant load,Process
6233,optimal voltage,Process
6234,current load,Process
6235,calculated by genetic algorithm,Task
6236,genetic algorithm,Process
6237,optimal voltage,Process
6238,whole optimal voltage changeable rule.,Process
6239,energy saving,Task
6240,beam pumping,Process
6241,Reducing a certain voltage,Process
6242,thyristor trigger angle,Material
6243,description model,Process
6244,object-orientation-based direction relation,Process
6245,two-dimensional space,Material
6246,description mode of object-orientation-based direction relation in three-dimensional space is proposed,Task
6247,description mode,Process
6248,direction region,Process
6249,open shape,Material
6250,computation,Process
6251,world boundary,Material
6252,spatial direction region,Process
6253,processing of the direction predicates,Process
6254,processing of topological operations,Process
6255,open shapes,Material
6256,geometry objects,Material
6257,algorithms of topological operations,Process
6258,open shapes,Material
6259,geometry objects,Material
6260,theoretical proof for the correctness and completeness of the algorithms,Task
6261,algorithms,Process
6262,computation of distribution network components reliability parameters,Task
6263,computation,Process
6264,component reliability parameters,Process
6265,power networks,Material
6266,reliability computation,Process
6267,reliability-centered maintenance system,Process
6268,Component reliability parameters,Process
6269,accurate databases of distribution companies,Material
6270,retrieve,Process
6271,database,Material
6272,records of outages and interruptions,Process
6273,power networks,Material
6274,retrieve reliability parameters,Process
6275,data,Material
6276,heterogeneity,Process
6277,introduce some results of databases calculations,Task
6278,framework for the retrieving of parameters from outage data,Process
6279,conceptual methodology to control liquid state,Task
6280,Al-Si alloys,Material
6281,melting and holding sub-process,Process
6282,pressure die-casting process,Process
6283,determine the characteristic of the holding furnace,Task
6284,holding furnace,Material
6285,weight percent,Material
6286,wt %,Material
6287,alloys,Material
6288,application of methodology of research,Task
6289,characteristic of holding furnace,Task
6290,real condition,Process
6291,foundry,Material
6292,horizontal cold chamber machine,Material
6293,chemical analysis,Process
6294,spectrophotometer,Material
6295,extend this methodology in practice,Task
6296,CLH 400.1,Material
6297,SPECTROLAB JR.CCD 2000,Material
6298,line galloping,Process
6299,galloping data,Material
6300,collect systematically and completely,Task
6301,unified management platform,Process
6302,galloping occurrence,Process
6303,"carry out the research of galloping information,",Process
6304,production management system,Material
6305,PMS,Material
6306,create a galloping database,Task
6307,save resources and storage the galloping data,Process
6308,galloping data,Material
6309,application of database,Process
6310,technical support,Process
6311,line galloping prevention,Process
6312,galloping research work,Process
6313,galloping,Process
6314,galloping,Process
6315,galloping,Process
6316,non-fragile controller design method,Process
6317,system quadratic performance optimization,Process
6318,additive controller gain variations,Process
6319,non-fragile state feedback controller,Process
6320,LMI problems,Task
6321,transformed,Process
6322,simplifies the solutions,Process
6323,non-fragile state feedback controllers,Process
6324,flight control simulation,Process
6325,fuzzy-Hammerstein model predictive control method,Task
6326,fuzzy-Hammerstein model,Process
6327,continuous stirred-tank reactor,Material
6328,CSTR,Material
6329,T-S fuzzy model,Process
6330,static nonlinear characteristics of Hammerstein model,Task
6331,linear autoregressive mode,Process
6332,optimal control,Process
6333,nonlinear predictive controller,Process
6334,Hammerstein model,Process
6335,Hammerstein model,Process
6336,universal approach nonlinear,Process
6337,T-S model,Process
6338,nonlinear predictive control,Process
6339,nonlinear model recongnization,Process
6340,linear predictive control,Process
6341,CSTR,Material
6342,CSTR process,Process
6343,control method,Process
6344,PID controller,Material
6345,robot dynamics,Task
6346,robot dynamics,Process
6347,efficiency of robot dynamics,Task
6348,Screws,Material
6349,describe dynamic problems,Task
6350,O(N) recursive robot,Material
6351,O(N) recursive robot forward dynamic algorithm,Process
6352,"tree topology, closed loop and spatial robot systems",Process
6353,robot dynamics,Task
6354,dynamics described with screws,Process
6355,screws,Material
6356,high efficient dynamics modelling.,Process
6357,dynamical expressions,Process
6358,screws,Material
6359,linear to the degree of freedom,Process
